id,label
1,tensor(40159),8.521354175172746e-05
1,tensor(40141),0.00025069675757549703
1,tensor(10333),0.0002802363596856594
1,tensor(30165),0.005433430429548025
1,tensor(30153),0.003891887841746211
1,tensor(30138),0.0007860842160880566
1,tensor(40058),0.0008531232597306371
1,tensor(20193),0.104495570063591
1,tensor(40101),0.0002949649642687291
1,tensor(20149),0.005004390142858028
1,tensor(20071),0.002463537734001875
1,tensor(40238),0.0016105629038065672
1,tensor(40441),0.002467879792675376
0,tensor(40287),0.9865595102310181
1,tensor(30069),0.0005826489650644362
1,tensor(10098),0.0004433196736499667
1,tensor(20338),0.000457386311609298
1,tensor(20214),0.0012028675992041826
1,tensor(40418),0.0004152652691118419
1,tensor(40105),8.139146666508168e-05
1,tensor(10362),0.0005065229488536716
1,tensor(30346),0.0009740419336594641
1,tensor(10133),0.0017876609927043319
1,tensor(20184),0.0022911569103598595
1,tensor(20381),0.17549055814743042
1,tensor(30190),0.002080438891425729
1,tensor(10330),0.0022326705511659384
1,tensor(40028),0.0014518199022859335
1,tensor(10259),0.0016789694782346487
1,tensor(40318),0.0004606241127476096
1,tensor(10204),0.00033900642301887274
1,tensor(10446),0.00040850843652151525
1,tensor(20196),0.19925197958946228
1,tensor(30007),0.0004503301752265543
1,tensor(30330),0.0017800257774069905
1,tensor(20168),0.19251300394535065
1,tensor(30372),0.0003458773426245898
1,tensor(30159),0.0023446697741746902
1,tensor(30147),0.002718646777793765
1,tensor(10309),0.023510131984949112
1,tensor(20063),0.0013480136403813958
1,tensor(10060),0.0013325053732842207
1,tensor(10068),4.5885652070865035e-05
1,tensor(10427),0.002320861676707864
1,tensor(40179),9.8195239843335e-05
1,tensor(30233),0.00015641517529729754
1,tensor(40424),0.0021033610682934523
1,tensor(30424),0.000611086084973067
1,tensor(30154),0.005378735717386007
1,tensor(20049),0.001159799750894308
1,tensor(30470),0.0007427052478305995
1,tensor(20412),0.0027430192567408085
1,tensor(20078),0.009746408089995384
1,tensor(20104),0.0005240026512183249
1,tensor(20317),0.0006862319423817098
1,tensor(30316),0.0025996046606451273
1,tensor(30373),0.0013984949328005314
1,tensor(10055),0.003264511004090309
1,tensor(30272),0.0011176911648362875
1,tensor(20465),0.0006068609654903412
1,tensor(40343),0.0014140824787318707
1,tensor(40270),2.9992659619892947e-05
1,tensor(30259),0.001119161257520318
1,tensor(30290),0.0010916636092588305
1,tensor(20012),0.0028058525640517473
1,tensor(30430),0.000198762136278674
1,tensor(10352),0.00022172060562297702
1,tensor(20098),0.002865787362679839
1,tensor(30212),0.0009879928547888994
1,tensor(20072),0.004857007414102554
1,tensor(10467),0.014986720867455006
1,tensor(20342),0.00010692191426642239
1,tensor(40422),0.00015185090887825936
1,tensor(10460),0.000578986422624439
1,tensor(30108),0.00046864585601724684
1,tensor(10179),0.0006281724781729281
1,tensor(30313),0.0026810825802385807
1,tensor(10171),0.00047214305959641933
1,tensor(30489),0.00043956481385976076
1,tensor(20366),0.0005981576978228986
1,tensor(20353),0.000367464788723737
1,tensor(40117),0.052248988300561905
1,tensor(30120),0.0016994979232549667
1,tensor(30047),0.0005502640851773322
1,tensor(30096),0.0009342991397716105
1,tensor(40125),0.0013541261432692409
1,tensor(10314),0.00040846384945325553
1,tensor(20153),0.0038508798461407423
1,tensor(20407),0.0018952820682898164
1,tensor(40439),0.0011755177984014153
1,tensor(10002),0.00022510469716507941
1,tensor(40131),0.00010799434676300734
1,tensor(40236),0.00042848775046877563
1,tensor(10310),0.1058940514922142
1,tensor(40429),0.0004159550298936665
1,tensor(10072),0.00042816027416847646
1,tensor(10113),0.0009851959766820073
1,tensor(20037),0.004396552685648203
1,tensor(10064),0.0004890304408036172
1,tensor(10329),0.000496651919092983
1,tensor(30354),0.0009212506120093167
1,tensor(30012),0.0020500333048403263
1,tensor(20436),0.11538461595773697
1,tensor(30363),0.005173627752810717
1,tensor(20347),0.0009721919195726514
1,tensor(30446),0.0007137388456612825
1,tensor(20337),0.0017070025205612183
1,tensor(40007),0.00038400458288379014
1,tensor(30213),0.0016436525620520115
1,tensor(40051),0.00018438311235513538
1,tensor(30421),0.005535996984690428
1,tensor(20377),0.003462122054770589
1,tensor(10295),0.0010214862413704395
1,tensor(20027),0.004764644429087639
1,tensor(10013),0.0005204998888075352
1,tensor(40139),0.0029698321595788
1,tensor(30260),0.0019709900952875614
1,tensor(20387),0.0011597388656809926
1,tensor(30347),0.0003843805461656302
1,tensor(40067),0.0006466665654443204
1,tensor(20451),0.0012380288681015372
1,tensor(10227),0.0026201095897704363
1,tensor(20161),0.0037915476132184267
1,tensor(40442),0.0006849141209386289
1,tensor(10434),0.0004843596543651074
1,tensor(10021),0.00017757793830242008
1,tensor(20003),0.0012783092679455876
1,tensor(30076),0.0011090734042227268
1,tensor(30243),0.00042942597065120935
1,tensor(20176),0.007760836277157068
1,tensor(40275),0.00015867160982452333
1,tensor(20255),0.0008458516676910222
1,tensor(10409),0.0004265457973815501
1,tensor(10457),0.0002886746951844543
1,tensor(20165),0.0011894782073795795
1,tensor(10269),0.0024581989273428917
1,tensor(40066),0.0003922137839253992
1,tensor(40273),0.0003456629056017846
1,tensor(30180),0.008620766922831535
1,tensor(20181),0.0016653863713145256
1,tensor(40481),0.0004058541962876916
1,tensor(30218),0.0006710235611535609
1,tensor(30432),0.004081681836396456
1,tensor(10065),0.00015767182048875839
1,tensor(30168),0.0028604306280612946
1,tensor(10304),0.0009235994075424969
1,tensor(10236),0.0011863845866173506
1,tensor(40219),0.0010043202200904489
1,tensor(40207),0.001088211196474731
1,tensor(10376),0.0003624121018219739
1,tensor(40168),0.0007917933980934322
1,tensor(40261),0.0004469021805562079
1,tensor(40094),0.0007021907367743552
1,tensor(30385),0.009920988231897354
1,tensor(10033),0.0006696021882817149
