id,label
1,tensor(30251),0.0025000458117574453
1,tensor(40069),0.0010417765006422997
1,tensor(20348),0.0032317121513187885
1,tensor(30423),0.003589650383219123
1,tensor(20403),0.0022686049342155457
1,tensor(30196),0.005465110298246145
1,tensor(20122),0.001324910088442266
1,tensor(30406),0.0010965343099087477
1,tensor(20227),0.0008956429082900286
1,tensor(20340),0.00586785189807415
1,tensor(20126),0.0012640944914892316
1,tensor(30474),0.0026739772874861956
1,tensor(40165),0.0006149294786155224
1,tensor(20017),0.0021066092886030674
1,tensor(40311),0.0020677761640399694
1,tensor(30374),0.0003569661930669099
1,tensor(30198),0.0023744485806673765
1,tensor(40064),2.9335364160942845e-05
1,tensor(10481),0.004292430821806192
1,tensor(10196),0.0006837134715169668
1,tensor(40060),0.001373962964862585
1,tensor(10490),0.0004788133956026286
1,tensor(10375),0.00021137946168892086
1,tensor(20174),0.0025875240098685026
1,tensor(30352),0.0025701478589326143
1,tensor(20241),0.0004977130447514355
1,tensor(20137),0.0020229523070156574
1,tensor(30369),0.002859715139493346
1,tensor(10256),0.0006586465751752257
1,tensor(10097),0.0013359199510887265
1,tensor(10492),0.0003027476486749947
1,tensor(30220),0.010434101335704327
1,tensor(10073),0.00014807491970714182
1,tensor(30011),0.0014363342197611928
1,tensor(30436),0.006292021367698908
1,tensor(30350),0.0008878370863385499
1,tensor(10024),0.0031586079858243465
1,tensor(30326),0.00041817675810307264
1,tensor(20147),0.005780059844255447
1,tensor(20097),0.007709799334406853
1,tensor(20162),0.002586871851235628
1,tensor(10245),0.0004996609641239047
1,tensor(10340),0.0002939386758953333
1,tensor(40300),0.0002117476105922833
1,tensor(30293),0.008986320346593857
1,tensor(10108),0.0006082570180296898
1,tensor(30062),0.0009208736591972411
1,tensor(20160),0.0026225033216178417
1,tensor(30167),0.0004636076628230512
1,tensor(30046),0.0007233094074763358
1,tensor(10118),0.000907771522179246
1,tensor(30187),0.050022419542074203
1,tensor(30129),0.0007564760744571686
1,tensor(10005),0.0012935410486534238
1,tensor(40394),0.018184233456850052
1,tensor(40438),0.00224000564776361
1,tensor(40190),0.0005157501436769962
1,tensor(10091),0.00036086206091567874
1,tensor(30429),0.0001896908215712756
1,tensor(40437),0.002407943829894066
1,tensor(30301),0.0005977560067549348
1,tensor(30029),0.005080564878880978
1,tensor(40417),0.002229906152933836
1,tensor(20349),0.0013326983898878098
1,tensor(20281),0.0031282580457627773
1,tensor(40126),8.97144855116494e-05
1,tensor(40026),0.000606208632234484
1,tensor(30239),0.0013856354635208845
1,tensor(20362),0.007416579406708479
1,tensor(40003),0.00041730742668733
1,tensor(20413),0.0008492358610965312
1,tensor(40096),6.264325202209875e-05
1,tensor(10298),0.006579702720046043
1,tensor(20221),0.00025081203784793615
1,tensor(10022),0.0002603564062155783
1,tensor(40242),0.002560403198003769
1,tensor(20327),0.007535817101597786
1,tensor(20478),0.0005690288380719721
1,tensor(30343),0.0008664366905577481
1,tensor(10313),0.0004217576060909778
1,tensor(20419),0.0009688294376246631
1,tensor(10217),0.0003975717118009925
1,tensor(10230),0.00024402470444329083
1,tensor(40371),0.0012860733550041914
1,tensor(20102),0.0045682513155043125
1,tensor(20458),0.04917249456048012
1,tensor(20157),0.011076719500124454
1,tensor(20427),0.0030978925060480833
1,tensor(20473),0.002395072253420949
1,tensor(10105),0.0006733528571203351
1,tensor(30219),0.0004509427526500076
1,tensor(40191),0.00040221025119535625
1,tensor(30377),0.0012719555525109172
1,tensor(40137),0.00041243110899813473
1,tensor(40172),0.0002933940850198269
1,tensor(40388),0.0013021177146583796
1,tensor(40050),0.00347395078279078
1,tensor(20065),0.0031165548134595156
1,tensor(10431),0.0005074142245575786
1,tensor(10023),0.0027543408796191216
1,tensor(20299),0.0013026827946305275
1,tensor(30181),0.02617495507001877
1,tensor(30107),0.0025743746664375067
1,tensor(20415),0.00352569785900414
1,tensor(40408),0.0030389386229217052
1,tensor(10018),0.00023863292881287634
1,tensor(10086),0.001955278916284442
1,tensor(10082),0.0004798595327883959
1,tensor(30191),0.0009851292707026005
1,tensor(10067),0.0005832495517097414
1,tensor(40152),8.703671483090147e-05
1,tensor(10284),0.0003321403928566724
1,tensor(20239),0.011431291699409485
1,tensor(10403),0.00045469868928194046
1,tensor(40395),0.00022621922835242003
1,tensor(10381),0.0013363970210775733
1,tensor(20271),0.0018096561543643475
1,tensor(40001),0.00010892900172621012
1,tensor(10114),0.0003514523559715599
1,tensor(30027),0.0011539420811459422
1,tensor(30194),0.012863275595009327
1,tensor(10207),0.00040325874579139054
1,tensor(20343),0.0003524082130752504
1,tensor(10218),0.0010660111438483
1,tensor(30337),0.0037526171654462814
1,tensor(20288),0.00046760524855926633
1,tensor(40497),0.00043834984535351396
1,tensor(20099),0.002538419561460614
1,tensor(10279),0.00027028427575714886
1,tensor(10424),0.09793536365032196
1,tensor(30255),0.0005429371376521885
1,tensor(30250),0.005347870755940676
1,tensor(40216),0.0002899689134210348
1,tensor(20156),0.499895304441452
1,tensor(10103),0.0003167885879520327
1,tensor(20479),0.003835126059129834
1,tensor(10162),0.0006885522743687034
1,tensor(40210),0.0002979343116749078
1,tensor(10180),0.00023787601094227284
1,tensor(30278),0.0004677786200772971
1,tensor(40002),4.1767187212826684e-05
1,tensor(10058),0.0010028013493865728
1,tensor(30064),0.003057710360735655
1,tensor(20223),0.0008956429082900286
1,tensor(40356),0.0012056924169883132
1,tensor(40075),0.001197880133986473
1,tensor(10302),0.0003495703567750752
1,tensor(30443),0.00036198770976625383
1,tensor(40267),0.0007578860386274755
1,tensor(30434),0.0002518899564165622
1,tensor(20204),0.00037158551276661456
1,tensor(10185),0.0005492754862643778
1,tensor(40399),4.101702506886795e-05
1,tensor(30145),0.049091510474681854
1,tensor(20026),0.004843764007091522
1,tensor(20139),0.0001395088474964723
1,tensor(40022),0.0005731172277592123
1,tensor(20291),0.0005082209827378392
1,tensor(20180),0.003937778063118458
1,tensor(40080),0.0007832472329027951
1,tensor(10183),0.0005178170977160335
1,tensor(30177),0.0005344648379832506
1,tensor(10115),0.0002704737416934222
1,tensor(10222),0.0002135545655619353
1,tensor(40263),0.00016397297440562397
1,tensor(40103),0.0005080666742287576
1,tensor(20114),0.011558308266103268
1,tensor(30297),0.001091866404749453
1,tensor(40317),0.0016860859468579292
1,tensor(10291),0.0006889668293297291
1,tensor(10317),0.0005131943034939468
1,tensor(40435),0.001192903844639659
1,tensor(40148),0.0013176383217796683
1,tensor(20131),0.0005939271650277078
1,tensor(20076),0.004261402413249016
1,tensor(30395),0.0016292924992740154
1,tensor(10406),0.000350028247339651
1,tensor(20285),0.0018661285284906626
1,tensor(20314),0.015531794168055058
1,tensor(10235),0.001809706212952733
1,tensor(30016),0.0038046441040933132
1,tensor(20252),0.00859939306974411
1,tensor(40215),0.007005513180047274
1,tensor(40093),0.0003262964019086212
1,tensor(10110),0.00027879278059117496
1,tensor(40283),7.226254092529416e-05
1,tensor(20169),0.0007276227697730064
1,tensor(40031),0.00029828958213329315
1,tensor(40100),6.327172013698146e-05
1,tensor(20293),0.0007809369126334786
1,tensor(20069),0.0020409177523106337
1,tensor(40020),0.00012059902655892074
1,tensor(20359),0.0008687335066497326
1,tensor(40384),0.0011789959389716387
1,tensor(40230),0.0029092608019709587
1,tensor(20350),0.0006546660442836583
1,tensor(40150),0.0002717291354201734
1,tensor(40118),7.182532135630026e-05
1,tensor(30425),0.00261428183875978
1,tensor(40180),0.0015681812074035406
1,tensor(10294),0.0003551775880623609
1,tensor(30292),0.002373320749029517
1,tensor(10495),0.008260437287390232
1,tensor(30280),0.0115937115624547
1,tensor(20070),0.006624612025916576
1,tensor(10177),0.01193514745682478
1,tensor(20417),0.0014511053450405598
1,tensor(30123),0.00020713005505967885
1,tensor(40313),0.0030241336207836866
1,tensor(10399),0.00014381349319592118
1,tensor(40025),0.00017496707732789218
1,tensor(30338),0.004409511107951403
1,tensor(10232),0.00024402470444329083
1,tensor(30345),0.0008808717830106616
1,tensor(40193),0.0004661477287299931
1,tensor(40375),0.00017443072283640504
1,tensor(10189),0.0003812601207755506
1,tensor(40276),9.39708188525401e-05
1,tensor(30215),0.0011256213765591383
1,tensor(30244),0.0010538347996771336
1,tensor(40099),8.223474287660792e-05
1,tensor(20365),0.001127817784436047
1,tensor(10417),0.09793536365032196
1,tensor(40047),0.00029681780142709613
1,tensor(10247),0.004220713395625353
1,tensor(10096),0.0010763236787170172
1,tensor(30476),0.000874976918566972
1,tensor(40077),0.000105172315670643
1,tensor(20010),0.004650347400456667
1,tensor(10059),0.00032714707776904106
1,tensor(30487),0.0007279012352228165
1,tensor(20052),0.0002222948824055493
1,tensor(40405),0.0012146588414907455
1,tensor(20455),0.0009291684255003929
1,tensor(10102),0.0005512980278581381
1,tensor(20087),0.011435386724770069
1,tensor(10394),0.001141942571848631
1,tensor(40340),0.00012564168719109148
1,tensor(40407),0.0016462315106764436
1,tensor(30266),0.0005470504402182996
1,tensor(30186),0.0005435929633677006
1,tensor(10395),0.0009329075692221522
1,tensor(40294),0.00020491232862696052
1,tensor(20269),0.003286251798272133
1,tensor(30422),0.004427606705576181
