epoch,loss,lr,val_cm,train_cm,test_cm,val_accuracy,test_accuracy
154,0.0722861416725209,3.710523739355292e-08,"[[894   3]
 [  0 841]]","[[1931   67]
 [  64 1992]]","[[681   2]
 [  2 681]]",99.82738780207134,99.70717423133236
155,0.07197193626780062,3.5249975523875276e-08,"[[893   4]
 [  1 840]]","[[1920   78]
 [  56 2000]]","[[683   0]
 [  2 681]]",99.71231300345224,99.85358711566617
156,0.06838555485592225,3.348747674768151e-08,"[[894   3]
 [  1 840]]","[[1942   56]
 [  67 1989]]","[[683   0]
 [  2 681]]",99.76985040276179,99.85358711566617
157,0.07194263550627512,3.181310291029743e-08,"[[896   1]
 [  3 838]]","[[1926   72]
 [  61 1995]]","[[683   0]
 [  2 681]]",99.76985040276179,99.85358711566617
158,0.061129306646762416,3.022244776478256e-08,"[[893   4]
 [  0 841]]","[[1937   61]
 [  54 2002]]","[[679   4]
 [  1 682]]",99.76985040276179,99.63396778916545
159,0.06710875133285299,2.871132537654343e-08,"[[897   0]
 [  0 841]]","[[1934   64]
 [  63 1993]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
160,0.06827329844236377,2.7275759107716258e-08,"[[894   3]
 [  0 841]]","[[1948   50]
 [  62 1994]]","[[682   1]
 [  2 681]]",99.82738780207134,99.78038067349927
161,0.06356698097079061,2.5911971152330443e-08,"[[895   2]
 [  0 841]]","[[1935   63]
 [  61 1995]]","[[680   3]
 [  2 681]]",99.8849252013809,99.63396778916545
162,0.06719085578515659,2.461637259471392e-08,"[[897   0]
 [ 44 797]]","[[1941   57]
 [  52 2004]]","[[683   0]
 [ 39 644]]",97.46835443037975,97.14494875549049
163,0.07037229331035631,2.338555396497822e-08,"[[896   1]
 [  1 840]]","[[1928   70]
 [  65 1991]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
164,0.054991173165035434,2.221627626672931e-08,"[[896   1]
 [  0 841]]","[[1944   54]
 [  39 2017]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
165,0.06972439194214532,2.1105462453392842e-08,"[[896   1]
 [  0 841]]","[[1922   76]
 [  48 2008]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
166,0.07864101039012893,2.00501893307232e-08,"[[889   8]
 [  0 841]]","[[1929   69]
 [  67 1989]]","[[680   3]
 [  0 683]]",99.5397008055236,99.78038067349927
167,0.06835497930296695,1.904767986418704e-08,"[[897   0]
 [  2 839]]","[[1937   61]
 [  70 1986]]","[[683   0]
 [  6 677]]",99.8849252013809,99.56076134699853
168,0.06882858270546423,1.8095295870977684e-08,"[[896   1]
 [  0 841]]","[[1938   60]
 [  59 1997]]","[[681   2]
 [  1 682]]",99.94246260069045,99.78038067349927
169,0.061240637296577916,1.7190531077428798e-08,"[[893   4]
 [  1 840]]","[[1923   75]
 [  39 2017]]","[[680   3]
 [  0 683]]",99.71231300345224,99.78038067349927
170,0.056735577978543006,1.6331004523557358e-08,"[[895   2]
 [  0 841]]","[[1948   50]
 [  49 2007]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
171,0.06440972369455268,1.551445429737949e-08,"[[894   3]
 [  0 841]]","[[1929   69]
 [  53 2003]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
172,0.06278943267534486,1.4738731582510513e-08,"[[895   2]
 [  0 841]]","[[1940   58]
 [  48 2008]]","[[683   0]
 [  5 678]]",99.8849252013809,99.63396778916545
173,0.06994994294655045,1.4001795003384986e-08,"[[895   2]
 [  0 841]]","[[1936   62]
 [  70 1986]]","[[682   1]
 [  0 683]]",99.8849252013809,99.9267935578331
174,0.06797440943773832,1.3301705253215736e-08,"[[896   1]
 [  1 840]]","[[1932   66]
 [  59 1997]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
175,0.06781807626248337,1.2636619990554948e-08,"[[895   2]
 [  0 841]]","[[1937   61]
 [  56 2000]]","[[680   3]
 [  1 682]]",99.8849252013809,99.70717423133236
176,0.06829431053483859,1.20047889910272e-08,"[[888   9]
 [  3 838]]","[[1942   56]
 [  63 1993]]","[[680   3]
 [  7 676]]",99.30955120828538,99.26793557833089
177,0.0628795762459049,1.1404549541475839e-08,"[[893   4]
 [  0 841]]","[[1936   62]
 [  47 2009]]","[[679   4]
 [  1 682]]",99.76985040276179,99.63396778916545
178,0.06529205704282504,1.0834322064402047e-08,"[[896   1]
 [  1 840]]","[[1927   71]
 [  57 1999]]","[[681   2]
 [  1 682]]",99.8849252013809,99.78038067349927
179,0.07435686483222524,1.0292605961181944e-08,"[[896   1]
 [  3 838]]","[[1918   80]
 [  55 2001]]","[[682   1]
 [  5 678]]",99.76985040276179,99.56076134699853
180,0.06343880147323944,9.777975663122846e-09,"[[897   0]
 [  2 839]]","[[1939   59]
 [  49 2007]]","[[683   0]
 [  4 679]]",99.8849252013809,99.70717423133236
181,0.062321020930539824,9.289076879966704e-09,"[[896   1]
 [  0 841]]","[[1941   57]
 [  62 1994]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
182,0.05691423072130418,8.82462303596837e-09,"[[889   8]
 [  1 840]]","[[1944   54]
 [  52 2004]]","[[677   6]
 [  1 682]]",99.48216340621404,99.48755490483163
183,0.0660901389201172,8.38339188416995e-09,"[[891   6]
 [  1 840]]","[[1941   57]
 [  60 1996]]","[[682   1]
 [  0 683]]",99.59723820483315,99.9267935578331
184,0.06359846297709737,7.964222289961453e-09,"[[896   1]
 [  0 841]]","[[1939   59]
 [  61 1995]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
185,0.06210102987824939,7.56601117546338e-09,"[[895   2]
 [  1 840]]","[[1936   62]
 [  44 2012]]","[[683   0]
 [  0 683]]",99.82738780207134,100.0
186,0.056892698150477386,7.18771061669021e-09,"[[894   3]
 [  0 841]]","[[1942   56]
 [  54 2002]]","[[681   2]
 [  3 680]]",99.82738780207134,99.63396778916545
187,0.06521248303761236,6.828325085855699e-09,"[[893   4]
 [  0 841]]","[[1925   73]
 [  43 2013]]","[[681   2]
 [  1 682]]",99.76985040276179,99.78038067349927
188,0.061213124703499475,6.486908831562914e-09,"[[894   3]
 [  1 840]]","[[1939   59]
 [  48 2008]]","[[683   0]
 [  1 682]]",99.76985040276179,99.9267935578331
189,0.07326953983283602,6.162563389984768e-09,"[[895   2]
 [  1 840]]","[[1932   66]
 [  65 1991]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
190,0.06205019407207146,5.8544352204855295e-09,"[[894   3]
 [  0 841]]","[[1929   69]
 [  59 1997]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
191,0.0670226091169752,5.561713459461253e-09,"[[895   2]
 [  1 840]]","[[1948   50]
 [  60 1996]]","[[681   2]
 [  1 682]]",99.82738780207134,99.78038067349927
192,0.08431071342056386,5.28362778648819e-09,"[[894   3]
 [  0 841]]","[[1900   98]
 [  63 1993]]","[[681   2]
 [  2 681]]",99.82738780207134,99.70717423133236
193,0.0650076222664211,5.019446397163781e-09,"[[897   0]
 [  0 841]]","[[1934   64]
 [  51 2005]]","[[682   1]
 [  2 681]]",100.0,99.78038067349927
194,0.06822220084723088,4.768474077305592e-09,"[[895   2]
 [  1 840]]","[[1931   67]
 [  47 2009]]","[[682   1]
 [  2 681]]",99.82738780207134,99.78038067349927
195,0.07104071896901587,4.530050373440312e-09,"[[894   3]
 [  0 841]]","[[1933   65]
 [  57 1999]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
196,0.06007678734022194,4.303547854768296e-09,"[[896   1]
 [  0 841]]","[[1946   52]
 [  65 1991]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
197,0.05762883815623356,4.088370462029881e-09,"[[896   1]
 [  2 839]]","[[1942   56]
 [  47 2009]]","[[683   0]
 [  0 683]]",99.82738780207134,100.0
198,0.06528553800308144,3.883951938928387e-09,"[[895   2]
 [  0 841]]","[[1934   64]
 [  52 2004]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
199,0.07238956468063408,3.6897543419819672e-09,"[[896   1]
 [  6 835]]","[[1913   85]
 [  57 1999]]","[[681   2]
 [  1 682]]",99.59723820483315,99.78038067349927
200,0.06143076528678648,3.5052666248828687e-09,"[[897   0]
 [  0 841]]","[[1938   60]
 [  59 1997]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
201,0.0660497764474712,3.330003293638725e-09,"[[896   1]
 [  2 839]]","[[1947   51]
 [  70 1986]]","[[683   0]
 [  4 679]]",99.82738780207134,99.70717423133236
202,0.05820279494218994,3.163503128956789e-09,"[[896   1]
 [  0 841]]","[[1940   58]
 [  45 2011]]","[[681   2]
 [  1 682]]",99.94246260069045,99.78038067349927
203,0.06442395820340603,3.0053279725089495e-09,"[[895   2]
 [  0 841]]","[[1922   76]
 [  49 2007]]","[[681   2]
 [  0 683]]",99.8849252013809,99.85358711566617
204,0.06776111455110366,2.8550615738835017e-09,"[[894   3]
 [  0 841]]","[[1928   70]
 [  52 2004]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
205,0.06055650828056968,2.7123084951893265e-09,"[[897   0]
 [  4 837]]","[[1941   57]
 [  53 2003]]","[[683   0]
 [  3 680]]",99.76985040276179,99.78038067349927
206,0.0674990834231721,2.57669307042986e-09,"[[895   2]
 [  0 841]]","[[1927   71]
 [  40 2016]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
207,0.06117641822493169,2.447858416908367e-09,"[[896   1]
 [  0 841]]","[[1939   59]
 [  46 2010]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
208,0.061483833997044726,2.3254654960629483e-09,"[[896   1]
 [  2 839]]","[[1928   70]
 [  40 2016]]","[[683   0]
 [  2 681]]",99.82738780207134,99.85358711566617
209,0.06579955290362707,2.209192221259801e-09,"[[895   2]
 [  0 841]]","[[1931   67]
 [  60 1996]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
210,0.056339538568863645,2.0987326101968108e-09,"[[896   1]
 [  0 841]]","[[1946   52]
 [  62 1994]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
211,0.06225426425226034,1.9937959796869702e-09,"[[896   1]
 [  0 841]]","[[1938   60]
 [  50 2006]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
212,0.06271528157230932,1.8941061807026214e-09,"[[892   5]
 [ 85 756]]","[[1944   54]
 [  51 2005]]","[[679   4]
 [ 76 607]]",94.82163406214039,94.14348462664715
213,0.0612769471517822,1.7994008716674902e-09,"[[894   3]
 [  0 841]]","[[1929   69]
 [  43 2013]]","[[682   1]
 [  2 681]]",99.82738780207134,99.78038067349927
214,0.05895783875894266,1.7094308280841156e-09,"[[893   4]
 [  0 841]]","[[1942   56]
 [  53 2003]]","[[681   2]
 [  1 682]]",99.76985040276179,99.78038067349927
215,0.05807987152365971,1.6239592866799098e-09,"[[895   2]
 [  0 841]]","[[1939   59]
 [  47 2009]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
216,0.05962479570007417,1.5427613223459142e-09,"[[894   3]
 [  1 840]]","[[1934   64]
 [  52 2004]]","[[683   0]
 [  2 681]]",99.76985040276179,99.85358711566617
217,0.05544209159415914,1.4656232562286185e-09,"[[896   1]
 [  2 839]]","[[1939   59]
 [  35 2021]]","[[683   0]
 [  2 681]]",99.82738780207134,99.85358711566617
218,0.058209550448737005,1.3923420934171875e-09,"[[893   4]
 [  0 841]]","[[1938   60]
 [  47 2009]]","[[683   0]
 [  0 683]]",99.76985040276179,100.0
219,0.06869446390192023,1.322724988746328e-09,"[[895   2]
 [  0 841]]","[[1922   76]
 [  49 2007]]","[[682   1]
 [  0 683]]",99.8849252013809,99.9267935578331
220,0.06299110697000289,1.2565887393090116e-09,"[[896   1]
 [  0 841]]","[[1926   72]
 [  38 2018]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
221,0.06520315549278169,1.193759302343561e-09,"[[896   1]
 [  0 841]]","[[1935   63]
 [  56 2000]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
222,0.053123822634006494,1.134071337226383e-09,"[[896   1]
 [  0 841]]","[[1930   68]
 [  43 2013]]","[[682   1]
 [  0 683]]",99.94246260069045,99.9267935578331
223,0.06013723879004829,1.0773677703650637e-09,"[[893   4]
 [  0 841]]","[[1939   59]
 [  43 2013]]","[[679   4]
 [  1 682]]",99.76985040276179,99.63396778916545
224,0.0576516750443261,1.0234993818468105e-09,"[[897   0]
 [  5 836]]","[[1942   56]
 [  46 2010]]","[[683   0]
 [ 10 673]]",99.71231300345224,99.26793557833089
225,0.0586537644994678,9.723244127544699e-10,"[[895   2]
 [  1 840]]","[[1942   56]
 [  38 2018]]","[[682   1]
 [  0 683]]",99.82738780207134,99.9267935578331
226,0.06649352607200852,9.237081921167463e-10,"[[896   1]
 [  4 837]]","[[1939   59]
 [  67 1989]]","[[682   1]
 [  0 683]]",99.71231300345224,99.9267935578331
227,0.0569577752467012,8.77522782510909e-10,"[[892   5]
 [  0 841]]","[[1944   54]
 [  45 2011]]","[[676   7]
 [  3 680]]",99.71231300345224,99.26793557833089
228,0.07524884304439183,8.336466433853635e-10,"[[895   2]
 [  6 835]]","[[1928   70]
 [  60 1996]]","[[681   2]
 [  4 679]]",99.5397008055236,99.56076134699853
229,0.057492352920235155,7.919643112160953e-10,"[[897   0]
 [  0 841]]","[[1942   56]
 [  40 2016]]","[[683   0]
 [  0 683]]",100.0,100.0
230,0.06872476724674925,7.523660956552904e-10,"[[896   1]
 [  0 841]]","[[1922   76]
 [  47 2009]]","[[682   1]
 [  1 682]]",99.94246260069045,99.85358711566617
231,0.06368512329936489,7.147477908725258e-10,"[[895   2]
 [  0 841]]","[[1931   67]
 [  46 2010]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
232,0.06355836473812815,6.790104013288995e-10,"[[896   1]
 [  0 841]]","[[1928   70]
 [  44 2012]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
233,0.06345134753792082,6.450598812624545e-10,"[[889   8]
 [  1 840]]","[[1932   66]
 [  39 2017]]","[[679   4]
 [  0 683]]",99.48216340621404,99.70717423133236
234,0.058088106583454625,6.128068871993317e-10,"[[897   0]
 [  0 841]]","[[1942   56]
 [  52 2004]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
235,0.054610425650025725,5.82166542839365e-10,"[[894   3]
 [  1 840]]","[[1940   58]
 [  41 2015]]","[[682   1]
 [  0 683]]",99.76985040276179,99.9267935578331
236,0.06241575944295618,5.530582156973968e-10,"[[896   1]
 [  0 841]]","[[1943   55]
 [  52 2004]]","[[682   1]
 [  0 683]]",99.94246260069045,99.9267935578331
237,0.058592139052052516,5.254053049125269e-10,"[[896   1]
 [  0 841]]","[[1942   56]
 [  53 2003]]","[[679   4]
 [  0 683]]",99.94246260069045,99.70717423133236
238,0.05864578438922762,4.991350396669005e-10,"[[889   8]
 [  0 841]]","[[1933   65]
 [  40 2016]]","[[681   2]
 [  0 683]]",99.5397008055236,99.85358711566617
239,0.05919332558551106,4.741782876835555e-10,"[[896   1]
 [  0 841]]","[[1944   54]
 [  48 2008]]","[[683   0]
 [  3 680]]",99.94246260069045,99.78038067349927
240,0.05251743110420648,4.504693732993777e-10,"[[896   1]
 [  0 841]]","[[1942   56]
 [  44 2012]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
241,0.06225021155842114,4.2794590463440883e-10,"[[896   1]
 [  0 841]]","[[1932   66]
 [  49 2007]]","[[680   3]
 [  1 682]]",99.94246260069045,99.70717423133236
242,0.06764905760064724,4.0654860940268835e-10,"[[897   0]
 [ 11 830]]","[[1939   59]
 [  59 1997]]","[[683   0]
 [  5 678]]",99.36708860759494,99.63396778916545
243,0.06442747877736112,3.862211789325539e-10,"[[896   1]
 [  0 841]]","[[1935   63]
 [  60 1996]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
244,0.06607628175697751,3.669101199859262e-10,"[[896   1]
 [  0 841]]","[[1946   52]
 [  73 1983]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
245,0.05804249214270384,3.4856461398662984e-10,"[[897   0]
 [  0 841]]","[[1942   56]
 [  54 2002]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
246,0.06334832566790281,3.3113638328729833e-10,"[[896   1]
 [  0 841]]","[[1936   62]
 [  44 2012]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
247,0.05563400777464266,3.145795641229334e-10,"[[897   0]
 [  1 840]]","[[1947   51]
 [  42 2014]]","[[682   1]
 [  3 680]]",99.94246260069045,99.70717423133236
248,0.06530725212360267,2.9885058591678674e-10,"[[894   3]
 [  0 841]]","[[1931   67]
 [  47 2009]]","[[682   1]
 [  2 681]]",99.82738780207134,99.78038067349927
249,0.06960112844535613,2.839080566209474e-10,"[[896   1]
 [  1 840]]","[[1928   70]
 [  56 2000]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
250,0.0556611689244164,2.697126537899e-10,"[[895   2]
 [  0 841]]","[[1946   52]
 [  44 2012]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
251,0.0570790680067148,2.56227021100405e-10,"[[892   5]
 [  0 841]]","[[1947   51]
 [  42 2014]]","[[681   2]
 [  1 682]]",99.71231300345224,99.78038067349927
252,0.06479362348909493,2.4341567004538473e-10,"[[897   0]
 [  0 841]]","[[1929   69]
 [  48 2008]]","[[682   1]
 [  0 683]]",100.0,99.9267935578331
253,0.04727974308480042,2.3124488654311548e-10,"[[885  12]
 [  2 839]]","[[1957   41]
 [  50 2006]]","[[675   8]
 [  6 677]]",99.19447640966628,98.97510980966325
254,0.07112605319707656,2.196826422159597e-10,"[[896   1]
 [  0 841]]","[[1929   69]
 [  53 2003]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
255,0.05977180640911685,2.086985101051617e-10,"[[896   1]
 [  1 840]]","[[1938   60]
 [  49 2007]]","[[681   2]
 [  5 678]]",99.8849252013809,99.48755490483163
256,0.06004344104439952,1.9826358459990359e-10,"[[896   1]
 [  0 841]]","[[1936   62]
 [  51 2005]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
257,0.054928911631577655,1.883504053699084e-10,"[[896   1]
 [  7 834]]","[[1946   52]
 [  41 2015]]","[[681   2]
 [  6 677]]",99.5397008055236,99.41434846266472
258,0.05503122275695205,1.7893288510141296e-10,"[[897   0]
 [  0 841]]","[[1950   48]
 [  54 2002]]","[[683   0]
 [  0 683]]",100.0,100.0
259,0.06384086652542464,1.699862408463423e-10,"[[896   1]
 [  1 840]]","[[1939   59]
 [  68 1988]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
260,0.05248651395959313,1.6148692880402518e-10,"[[897   0]
 [  7 834]]","[[1948   50]
 [  48 2008]]","[[683   0]
 [  5 678]]",99.59723820483315,99.63396778916545
261,0.04639465967193246,1.534125823638239e-10,"[[895   2]
 [  1 840]]","[[1956   42]
 [  32 2024]]","[[683   0]
 [  1 682]]",99.82738780207134,99.9267935578331
262,0.06853454548399897,1.4574195324563272e-10,"[[895   2]
 [  1 840]]","[[1938   60]
 [  52 2004]]","[[682   1]
 [  2 681]]",99.82738780207134,99.78038067349927
263,0.053263581270584816,1.3845485558335107e-10,"[[896   1]
 [  1 840]]","[[1945   53]
 [  46 2010]]","[[683   0]
 [  3 680]]",99.8849252013809,99.78038067349927
264,0.056036395326373174,1.315321128041835e-10,"[[896   1]
 [  0 841]]","[[1944   54]
 [  47 2009]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
265,0.06377246040210596,1.2495550716397434e-10,"[[896   1]
 [  2 839]]","[[1933   65]
 [  40 2016]]","[[681   2]
 [  1 682]]",99.82738780207134,99.78038067349927
266,0.061924979352625045,1.1870773180577562e-10,"[[895   2]
 [  0 841]]","[[1935   63]
 [  52 2004]]","[[682   1]
 [  0 683]]",99.8849252013809,99.9267935578331
267,0.06763124343706295,1.1277234521548684e-10,"[[896   1]
 [  0 841]]","[[1932   66]
 [  54 2002]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
268,0.05401903035817667,1.0713372795471248e-10,"[[895   2]
 [  0 841]]","[[1945   53]
 [  44 2012]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
269,0.05908762371109333,1.0177704155697686e-10,"[[896   1]
 [  3 838]]","[[1946   52]
 [  52 2004]]","[[683   0]
 [  2 681]]",99.76985040276179,99.85358711566617
270,0.05252467172977048,9.6688189479128e-11,"[[896   1]
 [  0 841]]","[[1946   52]
 [  39 2017]]","[[682   1]
 [  1 682]]",99.94246260069045,99.85358711566617
271,0.0588824186816055,9.185378000517161e-11,"[[896   1]
 [  0 841]]","[[1935   63]
 [  46 2010]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
272,0.05825112348247786,8.726109100491302e-11,"[[897   0]
 [  0 841]]","[[1933   65]
 [  45 2011]]","[[681   2]
 [  0 683]]",100.0,99.85358711566617
273,0.05742559718783012,8.289803645466737e-11,"[[894   3]
 [  5 836]]","[[1938   60]
 [  40 2016]]","[[682   1]
 [  5 678]]",99.5397008055236,99.56076134699853
274,0.05344502614570956,7.8753134631934e-11,"[[893   4]
 [  1 840]]","[[1935   63]
 [  43 2013]]","[[681   2]
 [  3 680]]",99.71231300345224,99.63396778916545
275,0.05716895700606982,7.481547790033729e-11,"[[896   1]
 [  1 840]]","[[1944   54]
 [  48 2008]]","[[683   0]
 [  3 680]]",99.8849252013809,99.78038067349927
276,0.057017453614207625,7.107470400532042e-11,"[[885  12]
 [  2 839]]","[[1938   60]
 [  47 2009]]","[[678   5]
 [  3 680]]",99.19447640966628,99.41434846266472
277,0.05273251388280188,6.752096880505439e-11,"[[896   1]
 [  0 841]]","[[1939   59]
 [  46 2010]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
278,0.0668175125028938,6.414492036480166e-11,"[[894   3]
 [  3 838]]","[[1928   70]
 [  53 2003]]","[[682   1]
 [  2 681]]",99.6547756041427,99.78038067349927
279,0.060882860794663415,6.093767434656157e-11,"[[894   3]
 [ 40 801]]","[[1938   60]
 [  55 2001]]","[[676   7]
 [ 28 655]]",97.5258918296893,97.43777452415813
280,0.055498468078440055,5.789079062923349e-11,"[[896   1]
 [  0 841]]","[[1938   60]
 [  28 2028]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
281,0.06742331854184158,5.4996251097771816e-11,"[[897   0]
 [  0 841]]","[[1915   83]
 [  53 2003]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
282,0.048831658932613216,5.2246438542883224e-11,"[[897   0]
 [  1 840]]","[[1942   56]
 [  38 2018]]","[[681   2]
 [  2 681]]",99.94246260069045,99.70717423133236
283,0.0562429490237264,4.963411661573906e-11,"[[895   2]
 [  8 833]]","[[1948   50]
 [  52 2004]]","[[683   0]
 [  8 675]]",99.42462600690449,99.41434846266472
284,0.049639156735793236,4.715241078495211e-11,"[[896   1]
 [  0 841]]","[[1951   47]
 [  40 2016]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
285,0.052670906399725936,4.47947902457045e-11,"[[896   1]
 [  1 840]]","[[1947   51]
 [  38 2018]]","[[683   0]
 [  3 680]]",99.8849252013809,99.78038067349927
286,0.06107383451308123,4.2555050733419275e-11,"[[896   1]
 [  2 839]]","[[1937   61]
 [  51 2005]]","[[683   0]
 [  6 677]]",99.82738780207134,99.56076134699853
287,0.06461115084084673,4.042729819674831e-11,"[[895   2]
 [  0 841]]","[[1937   61]
 [  46 2010]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
288,0.051895364784286364,3.840593328691089e-11,"[[896   1]
 [  0 841]]","[[1936   62]
 [  37 2019]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
289,0.05573297139198984,3.648563662256534e-11,"[[892   5]
 [  0 841]]","[[1936   62]
 [  35 2021]]","[[680   3]
 [  1 682]]",99.71231300345224,99.70717423133236
290,0.06001678536995314,3.466135479143707e-11,"[[893   4]
 [  2 839]]","[[1935   63]
 [  42 2014]]","[[679   4]
 [  5 678]]",99.6547756041427,99.3411420204978
291,0.055913234828040004,3.2928287051865216e-11,"[[897   0]
 [ 11 830]]","[[1949   49]
 [  52 2004]]","[[683   0]
 [ 12 671]]",99.36708860759494,99.12152269399706
292,0.06189864820044023,3.128187269927195e-11,"[[896   1]
 [  6 835]]","[[1943   55]
 [  50 2006]]","[[682   1]
 [ 10 673]]",99.59723820483315,99.19472913616399
293,0.05437207281647716,2.9717779064308355e-11,"[[896   1]
 [  0 841]]","[[1941   57]
 [  48 2008]]","[[683   0]
 [  4 679]]",99.94246260069045,99.70717423133236
294,0.054132756267790676,2.8231890111092936e-11,"[[896   1]
 [  0 841]]","[[1948   50]
 [  43 2013]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
295,0.05220621413900517,2.6820295605538288e-11,"[[896   1]
 [  0 841]]","[[1954   44]
 [  40 2016]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
296,0.05752141714037861,2.5479280825261373e-11,"[[895   2]
 [  4 837]]","[[1958   40]
 [  48 2008]]","[[683   0]
 [ 11 672]]",99.6547756041427,99.19472913616399
297,0.06295067082101012,2.42053167839983e-11,"[[888   9]
 [ 10 831]]","[[1946   52]
 [  66 1990]]","[[676   7]
 [  7 676]]",98.90678941311853,98.97510980966325
298,0.059778148366603986,2.2995050944798387e-11,"[[897   0]
 [  3 838]]","[[1933   65]
 [  45 2011]]","[[683   0]
 [  5 678]]",99.82738780207134,99.63396778916545
299,0.052928776596672826,2.1845298397558467e-11,"[[895   2]
 [  0 841]]","[[1943   55]
 [  41 2015]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
300,0.061735294060781626,2.0753033477680543e-11,"[[896   1]
 [  0 841]]","[[1937   61]
 [  55 2001]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
301,0.06069150242547038,1.9715381803796514e-11,"[[896   1]
 [  0 841]]","[[1937   61]
 [  46 2010]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
302,0.05354886721761431,1.8729612713606687e-11,"[[896   1]
 [  0 841]]","[[1947   51]
 [  47 2009]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
303,0.05385026694784756,1.7793132077926352e-11,"[[895   2]
 [  2 839]]","[[1938   60]
 [  41 2015]]","[[683   0]
 [  5 678]]",99.76985040276179,99.63396778916545
304,0.05177911548526026,1.6903475474030032e-11,"[[896   1]
 [  0 841]]","[[1946   52]
 [  48 2008]]","[[680   3]
 [  0 683]]",99.94246260069045,99.78038067349927
305,0.06218028499279172,1.605830170032853e-11,"[[896   1]
 [  0 841]]","[[1940   58]
 [  63 1993]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
306,0.05457956895406823,1.5255386615312102e-11,"[[896   1]
 [  1 840]]","[[1942   56]
 [  44 2012]]","[[683   0]
 [  3 680]]",99.8849252013809,99.78038067349927
307,0.05577170752803796,1.4492617284546496e-11,"[[897   0]
 [  0 841]]","[[1946   52]
 [  49 2007]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
308,0.04601282298972363,1.376798642031917e-11,"[[897   0]
 [  0 841]]","[[1952   46]
 [  39 2017]]","[[683   0]
 [  7 676]]",100.0,99.48755490483163
309,0.05973544981679879,1.3079587099303211e-11,"[[895   2]
 [  0 841]]","[[1941   57]
 [  49 2007]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
310,0.0663353523559635,1.2425607744338049e-11,"[[897   0]
 [  0 841]]","[[1938   60]
 [  62 1994]]","[[682   1]
 [  1 682]]",100.0,99.85358711566617
